"Geslacht";"Leeftijd";"Perioden";"Regio's";"Verkeersdoden (aantal)"
"Mannen";"Jonger dan 15 jaar";"2019";"Gelderland (PV)";1
"Mannen";"Jonger dan 15 jaar";"1996";"Utrecht (PV)";3
"Mannen";"Jonger dan 15 jaar";"2000";"Utrecht (PV)";1
"Mannen";"Jonger dan 15 jaar";"2005";"Utrecht (PV)";1
"Mannen";"Jonger dan 15 jaar";"2010";"Utrecht (PV)";0
"Mannen";"Jonger dan 15 jaar";"2018";"Utrecht (PV)";0
"Mannen";"Jonger dan 15 jaar";"2019";"Utrecht (PV)";1
"Mannen";"Jonger dan 15 jaar";"1996";"Noord-Holland (PV)";8
"Mannen";"Jonger dan 15 jaar";"2000";"Noord-Holland (PV)";2
"Mannen";"Jonger dan 15 jaar";"2005";"Noord-Holland (PV)";1
"Mannen";"Jonger dan 15 jaar";"2010";"Noord-Holland (PV)";0
"Mannen";"Jonger dan 15 jaar";"2018";"Noord-Holland (PV)";1
"Mannen";"Jonger dan 15 jaar";"2019";"Noord-Holland (PV)";1
"Mannen";"Jonger dan 15 jaar";"1996";"Zuid-Holland (PV)";3
"Mannen";"Jonger dan 15 jaar";"2000";"Zuid-Holland (PV)";6
"Mannen";"Jonger dan 15 jaar";"2005";"Zuid-Holland (PV)";1
"Mannen";"Jonger dan 15 jaar";"2010";"Zuid-Holland (PV)";2
"Mannen";"Jonger dan 15 jaar";"2018";"Zuid-Holland (PV)";1
"Mannen";"Jonger dan 15 jaar";"2019";"Zuid-Holland (PV)";2
"Mannen";"Jonger dan 15 jaar";"1996";"Zeeland (PV)";1
"Mannen";"Jonger dan 15 jaar";"2000";"Zeeland (PV)";0
"Mannen";"Jonger dan 15 jaar";"2005";"Zeeland (PV)";2
"Mannen";"Jonger dan 15 jaar";"2010";"Zeeland (PV)";0
"Mannen";"Jonger dan 15 jaar";"2018";"Zeeland (PV)";0
"Mannen";"Jonger dan 15 jaar";"2019";"Zeeland (PV)";0
"Mannen";"Jonger dan 15 jaar";"1996";"Noord-Brabant (PV)";7
"Mannen";"Jonger dan 15 jaar";"2000";"Noord-Brabant (PV)";5
"Mannen";"Jonger dan 15 jaar";"2005";"Noord-Brabant (PV)";4
"Mannen";"Jonger dan 15 jaar";"2010";"Noord-Brabant (PV)";1
"Mannen";"Jonger dan 15 jaar";"2018";"Noord-Brabant (PV)";4
"Mannen";"Jonger dan 15 jaar";"2019";"Noord-Brabant (PV)";0
"Mannen";"Jonger dan 15 jaar";"1996";"Limburg (PV)";1
"Mannen";"Jonger dan 15 jaar";"2000";"Limburg (PV)";4
"Mannen";"Jonger dan 15 jaar";"2005";"Limburg (PV)";1
"Mannen";"Jonger dan 15 jaar";"2010";"Limburg (PV)";1
"Mannen";"Jonger dan 15 jaar";"2018";"Limburg (PV)";1
"Mannen";"Jonger dan 15 jaar";"2019";"Limburg (PV)";0
"Mannen";"Jonger dan 15 jaar";"1996";"Niet in te delen (PV)";0
"Mannen";"Jonger dan 15 jaar";"2000";"Niet in te delen (PV)";0
"Mannen";"Jonger dan 15 jaar";"2005";"Niet in te delen (PV)";0
"Mannen";"Jonger dan 15 jaar";"2010";"Niet in te delen (PV)";0
"Mannen";"Jonger dan 15 jaar";"2018";"Niet in te delen (PV)";0
"Mannen";"Jonger dan 15 jaar";"2019";"Niet in te delen (PV)";0
"Mannen";"15 tot 20 jaar";"1996";"Nederland";96
"Mannen";"15 tot 20 jaar";"2000";"Nederland";104
"Mannen";"15 tot 20 jaar";"2005";"Nederland";53
"Mannen";"15 tot 20 jaar";"2010";"Nederland";37
"Mannen";"15 tot 20 jaar";"2018";"Nederland";28
"Mannen";"15 tot 20 jaar";"2019";"Nederland";26
"Mannen";"15 tot 20 jaar";"1996";"Groningen (PV)";5
"Mannen";"15 tot 20 jaar";"2000";"Groningen (PV)";2
"Mannen";"15 tot 20 jaar";"2005";"Groningen (PV)";0
"Mannen";"15 tot 20 jaar";"2010";"Groningen (PV)";1
"Mannen";"15 tot 20 jaar";"2018";"Groningen (PV)";1
"Mannen";"15 tot 20 jaar";"2019";"Groningen (PV)";0
"Mannen";"15 tot 20 jaar";"1996";"Friesland (PV)";4
"Mannen";"15 tot 20 jaar";"2000";"Friesland (PV)";7
"Mannen";"15 tot 20 jaar";"2005";"Friesland (PV)";1
"Mannen";"15 tot 20 jaar";"2010";"Friesland (PV)";1
"Mannen";"15 tot 20 jaar";"2018";"Friesland (PV)";0
"Mannen";"15 tot 20 jaar";"2019";"Friesland (PV)";2
"Mannen";"15 tot 20 jaar";"1996";"Drenthe (PV)";4
"Mannen";"15 tot 20 jaar";"2000";"Drenthe (PV)";5
"Mannen";"15 tot 20 jaar";"2005";"Drenthe (PV)";2
"Mannen";"15 tot 20 jaar";"2010";"Drenthe (PV)";0
"Mannen";"15 tot 20 jaar";"2018";"Drenthe (PV)";2
"Mannen";"15 tot 20 jaar";"2019";"Drenthe (PV)";5
"Mannen";"15 tot 20 jaar";"1996";"Overijssel (PV)";5
"Mannen";"15 tot 20 jaar";"2000";"Overijssel (PV)";4
"Mannen";"15 tot 20 jaar";"2005";"Overijssel (PV)";3
"Mannen";"15 tot 20 jaar";"2010";"Overijssel (PV)";5
"Mannen";"15 tot 20 jaar";"2018";"Overijssel (PV)";1
"Mannen";"15 tot 20 jaar";"2019";"Overijssel (PV)";1
"Mannen";"15 tot 20 jaar";"1996";"Flevoland (PV)";2
"Mannen";"15 tot 20 jaar";"2000";"Flevoland (PV)";2
"Mannen";"15 tot 20 jaar";"2005";"Flevoland (PV)";0
"Mannen";"15 tot 20 jaar";"2010";"Flevoland (PV)";0
"Mannen";"15 tot 20 jaar";"2018";"Flevoland (PV)";1
"Mannen";"15 tot 20 jaar";"2019";"Flevoland (PV)";0
"Mannen";"15 tot 20 jaar";"1996";"Gelderland (PV)";12
"Mannen";"15 tot 20 jaar";"2000";"Gelderland (PV)";14
"Mannen";"15 tot 20 jaar";"2005";"Gelderland (PV)";12
"Mannen";"15 tot 20 jaar";"2010";"Gelderland (PV)";6
"Mannen";"15 tot 20 jaar";"2018";"Gelderland (PV)";3
"Mannen";"15 tot 20 jaar";"2019";"Gelderland (PV)";4
"Mannen";"15 tot 20 jaar";"1996";"Utrecht (PV)";4
"Mannen";"15 tot 20 jaar";"2000";"Utrecht (PV)";8
"Mannen";"15 tot 20 jaar";"2005";"Utrecht (PV)";1
"Mannen";"15 tot 20 jaar";"2010";"Utrecht (PV)";2
"Mannen";"15 tot 20 jaar";"2018";"Utrecht (PV)";3
"Mannen";"15 tot 20 jaar";"2019";"Utrecht (PV)";1
"Mannen";"15 tot 20 jaar";"1996";"Noord-Holland (PV)";14
"Mannen";"15 tot 20 jaar";"2000";"Noord-Holland (PV)";14
"Mannen";"15 tot 20 jaar";"2005";"Noord-Holland (PV)";6
"Mannen";"15 tot 20 jaar";"2010";"Noord-Holland (PV)";6
"Mannen";"15 tot 20 jaar";"2018";"Noord-Holland (PV)";6
"Mannen";"15 tot 20 jaar";"2019";"Noord-Holland (PV)";3
"Mannen";"15 tot 20 jaar";"1996";"Zuid-Holland (PV)";10
"Mannen";"15 tot 20 jaar";"2000";"Zuid-Holland (PV)";16
"Mannen";"15 tot 20 jaar";"2005";"Zuid-Holland (PV)";7
"Mannen";"15 tot 20 jaar";"2010";"Zuid-Holland (PV)";4
"Mannen";"15 tot 20 jaar";"2018";"Zuid-Holland (PV)";3
"Mannen";"15 tot 20 jaar";"2019";"Zuid-Holland (PV)";4
"Mannen";"15 tot 20 jaar";"1996";"Zeeland (PV)";4
"Mannen";"15 tot 20 jaar";"2000";"Zeeland (PV)";5
"Mannen";"15 tot 20 jaar";"2005";"Zeeland (PV)";3
"Mannen";"15 tot 20 jaar";"2010";"Zeeland (PV)";2
"Mannen";"15 tot 20 jaar";"2018";"Zeeland (PV)";1
"Mannen";"15 tot 20 jaar";"2019";"Zeeland (PV)";0
"Mannen";"15 tot 20 jaar";"1996";"Noord-Brabant (PV)";28
"Mannen";"15 tot 20 jaar";"2000";"Noord-Brabant (PV)";17
"Mannen";"15 tot 20 jaar";"2005";"Noord-Brabant (PV)";15
"Mannen";"15 tot 20 jaar";"2010";"Noord-Brabant (PV)";9
"Mannen";"15 tot 20 jaar";"2018";"Noord-Brabant (PV)";5
"Mannen";"15 tot 20 jaar";"2019";"Noord-Brabant (PV)";5
"Mannen";"15 tot 20 jaar";"1996";"Limburg (PV)";4
"Mannen";"15 tot 20 jaar";"2000";"Limburg (PV)";10
"Mannen";"15 tot 20 jaar";"2005";"Limburg (PV)";3
"Mannen";"15 tot 20 jaar";"2010";"Limburg (PV)";1
"Mannen";"15 tot 20 jaar";"2018";"Limburg (PV)";2
"Mannen";"15 tot 20 jaar";"2019";"Limburg (PV)";1
"Mannen";"15 tot 20 jaar";"1996";"Niet in te delen (PV)";0
"Mannen";"15 tot 20 jaar";"2000";"Niet in te delen (PV)";0
"Mannen";"15 tot 20 jaar";"2005";"Niet in te delen (PV)";0
"Mannen";"15 tot 20 jaar";"2010";"Niet in te delen (PV)";0
"Mannen";"15 tot 20 jaar";"2018";"Niet in te delen (PV)";0
"Mannen";"15 tot 20 jaar";"2019";"Niet in te delen (PV)";0
"Mannen";"20 tot 30 jaar";"1996";"Nederland";242
"Mannen";"20 tot 30 jaar";"2000";"Nederland";212
"Mannen";"20 tot 30 jaar";"2005";"Nederland";112
"Mannen";"20 tot 30 jaar";"2010";"Nederland";94
"Mannen";"20 tot 30 jaar";"2018";"Nederland";75
"Mannen";"20 tot 30 jaar";"2019";"Nederland";92
"Mannen";"20 tot 30 jaar";"1996";"Groningen (PV)";14
"Mannen";"20 tot 30 jaar";"2000";"Groningen (PV)";4
"Mannen";"20 tot 30 jaar";"2005";"Groningen (PV)";4
"Mannen";"20 tot 30 jaar";"2010";"Groningen (PV)";5
"Mannen";"20 tot 30 jaar";"2018";"Groningen (PV)";5
"Mannen";"20 tot 30 jaar";"2019";"Groningen (PV)";5
"Mannen";"20 tot 30 jaar";"1996";"Friesland (PV)";14
"Mannen";"20 tot 30 jaar";"2000";"Friesland (PV)";10
"Mannen";"20 tot 30 jaar";"2005";"Friesland (PV)";12
"Mannen";"20 tot 30 jaar";"2010";"Friesland (PV)";3
"Mannen";"20 tot 30 jaar";"2018";"Friesland (PV)";1
"Mannen";"20 tot 30 jaar";"2019";"Friesland (PV)";4
"Mannen";"20 tot 30 jaar";"1996";"Drenthe (PV)";10
"Mannen";"20 tot 30 jaar";"2000";"Drenthe (PV)";7
"Mannen";"20 tot 30 jaar";"2005";"Drenthe (PV)";4
"Mannen";"20 tot 30 jaar";"2010";"Drenthe (PV)";3
"Mannen";"20 tot 30 jaar";"2018";"Drenthe (PV)";1
"Mannen";"20 tot 30 jaar";"2019";"Drenthe (PV)";5
"Mannen";"20 tot 30 jaar";"1996";"Overijssel (PV)";23
"Mannen";"20 tot 30 jaar";"2000";"Overijssel (PV)";14
"Mannen";"20 tot 30 jaar";"2005";"Overijssel (PV)";15
"Mannen";"20 tot 30 jaar";"2010";"Overijssel (PV)";6
"Mannen";"20 tot 30 jaar";"2018";"Overijssel (PV)";7
"Mannen";"20 tot 30 jaar";"2019";"Overijssel (PV)";8
"Mannen";"20 tot 30 jaar";"1996";"Flevoland (PV)";4
"Mannen";"20 tot 30 jaar";"2000";"Flevoland (PV)";8
"Mannen";"20 tot 30 jaar";"2005";"Flevoland (PV)";3
"Mannen";"20 tot 30 jaar";"2010";"Flevoland (PV)";3
"Mannen";"20 tot 30 jaar";"2018";"Flevoland (PV)";0
"Mannen";"20 tot 30 jaar";"2019";"Flevoland (PV)";0
"Mannen";"20 tot 30 jaar";"1996";"Gelderland (PV)";32
"Mannen";"20 tot 30 jaar";"2000";"Gelderland (PV)";32
"Mannen";"20 tot 30 jaar";"2005";"Gelderland (PV)";10
"Mannen";"20 tot 30 jaar";"2010";"Gelderland (PV)";11
"Mannen";"20 tot 30 jaar";"2018";"Gelderland (PV)";13
"Mannen";"20 tot 30 jaar";"2019";"Gelderland (PV)";8
"Mannen";"20 tot 30 jaar";"1996";"Utrecht (PV)";27
"Mannen";"20 tot 30 jaar";"2000";"Utrecht (PV)";9
"Mannen";"20 tot 30 jaar";"2005";"Utrecht (PV)";9
"Mannen";"20 tot 30 jaar";"2010";"Utrecht (PV)";7
"Mannen";"20 tot 30 jaar";"2018";"Utrecht (PV)";2
"Mannen";"20 tot 30 jaar";"2019";"Utrecht (PV)";4
"Mannen";"20 tot 30 jaar";"1996";"Noord-Holland (PV)";25
"Mannen";"20 tot 30 jaar";"2000";"Noord-Holland (PV)";30
"Mannen";"20 tot 30 jaar";"2005";"Noord-Holland (PV)";19
"Mannen";"20 tot 30 jaar";"2010";"Noord-Holland (PV)";12
"Mannen";"20 tot 30 jaar";"2018";"Noord-Holland (PV)";10
"Mannen";"20 tot 30 jaar";"2019";"Noord-Holland (PV)";7
"Mannen";"20 tot 30 jaar";"1996";"Zuid-Holland (PV)";34
"Mannen";"20 tot 30 jaar";"2000";"Zuid-Holland (PV)";29
"Mannen";"20 tot 30 jaar";"2005";"Zuid-Holland (PV)";10
"Mannen";"20 tot 30 jaar";"2010";"Zuid-Holland (PV)";8
"Mannen";"20 tot 30 jaar";"2018";"Zuid-Holland (PV)";10
"Mannen";"20 tot 30 jaar";"2019";"Zuid-Holland (PV)";13
"Mannen";"20 tot 30 jaar";"1996";"Zeeland (PV)";6
"Mannen";"20 tot 30 jaar";"2000";"Zeeland (PV)";7
"Mannen";"20 tot 30 jaar";"2005";"Zeeland (PV)";0
"Mannen";"20 tot 30 jaar";"2010";"Zeeland (PV)";5
"Mannen";"20 tot 30 jaar";"2018";"Zeeland (PV)";1
"Mannen";"20 tot 30 jaar";"2019";"Zeeland (PV)";3
"Mannen";"20 tot 30 jaar";"1996";"Noord-Brabant (PV)";38
"Mannen";"20 tot 30 jaar";"2000";"Noord-Brabant (PV)";41
"Mannen";"20 tot 30 jaar";"2005";"Noord-Brabant (PV)";21
"Mannen";"20 tot 30 jaar";"2010";"Noord-Brabant (PV)";21
"Mannen";"20 tot 30 jaar";"2018";"Noord-Brabant (PV)";18
"Mannen";"20 tot 30 jaar";"2019";"Noord-Brabant (PV)";28
"Mannen";"20 tot 30 jaar";"1996";"Limburg (PV)";15
"Mannen";"20 tot 30 jaar";"2000";"Limburg (PV)";21
"Mannen";"20 tot 30 jaar";"2005";"Limburg (PV)";5
"Mannen";"20 tot 30 jaar";"2010";"Limburg (PV)";10
"Mannen";"20 tot 30 jaar";"2018";"Limburg (PV)";7
"Mannen";"20 tot 30 jaar";"2019";"Limburg (PV)";7
"Mannen";"20 tot 30 jaar";"1996";"Niet in te delen (PV)";0
"Mannen";"20 tot 30 jaar";"2000";"Niet in te delen (PV)";0
"Mannen";"20 tot 30 jaar";"2005";"Niet in te delen (PV)";0
"Mannen";"20 tot 30 jaar";"2010";"Niet in te delen (PV)";0
"Mannen";"20 tot 30 jaar";"2018";"Niet in te delen (PV)";0
"Mannen";"20 tot 30 jaar";"2019";"Niet in te delen (PV)";0
"Mannen";"30 tot 40 jaar";"1996";"Nederland";126
"Mannen";"30 tot 40 jaar";"2000";"Nederland";127
"Mannen";"30 tot 40 jaar";"2005";"Nederland";94
"Mannen";"30 tot 40 jaar";"2010";"Nederland";59
"Mannen";"30 tot 40 jaar";"2018";"Nederland";53
"Mannen";"30 tot 40 jaar";"2019";"Nederland";54
"Mannen";"30 tot 40 jaar";"1996";"Groningen (PV)";6
"Mannen";"30 tot 40 jaar";"2000";"Groningen (PV)";7
"Mannen";"30 tot 40 jaar";"2005";"Groningen (PV)";3
"Mannen";"30 tot 40 jaar";"2010";"Groningen (PV)";3
"Mannen";"30 tot 40 jaar";"2018";"Groningen (PV)";2
"Mannen";"30 tot 40 jaar";"2019";"Groningen (PV)";3
"Mannen";"30 tot 40 jaar";"1996";"Friesland (PV)";2
"Mannen";"30 tot 40 jaar";"2000";"Friesland (PV)";4
"Mannen";"30 tot 40 jaar";"2005";"Friesland (PV)";1
"Mannen";"30 tot 40 jaar";"2010";"Friesland (PV)";4
"Mannen";"30 tot 40 jaar";"2018";"Friesland (PV)";2
"Mannen";"30 tot 40 jaar";"2019";"Friesland (PV)";1
"Mannen";"30 tot 40 jaar";"1996";"Drenthe (PV)";3
"Mannen";"30 tot 40 jaar";"2000";"Drenthe (PV)";4
"Mannen";"30 tot 40 jaar";"2005";"Drenthe (PV)";1
"Mannen";"30 tot 40 jaar";"2010";"Drenthe (PV)";2
"Mannen";"30 tot 40 jaar";"2018";"Drenthe (PV)";1
"Mannen";"30 tot 40 jaar";"2019";"Drenthe (PV)";0
"Mannen";"30 tot 40 jaar";"1996";"Overijssel (PV)";9
"Mannen";"30 tot 40 jaar";"2000";"Overijssel (PV)";6
"Mannen";"30 tot 40 jaar";"2005";"Overijssel (PV)";9
"Mannen";"30 tot 40 jaar";"2010";"Overijssel (PV)";4
"Mannen";"30 tot 40 jaar";"2018";"Overijssel (PV)";5
"Mannen";"30 tot 40 jaar";"2019";"Overijssel (PV)";5
"Mannen";"30 tot 40 jaar";"1996";"Flevoland (PV)";5
"Mannen";"30 tot 40 jaar";"2000";"Flevoland (PV)";5
"Mannen";"30 tot 40 jaar";"2005";"Flevoland (PV)";2
"Mannen";"30 tot 40 jaar";"2010";"Flevoland (PV)";2
"Mannen";"30 tot 40 jaar";"2018";"Flevoland (PV)";2
"Mannen";"30 tot 40 jaar";"2019";"Flevoland (PV)";3
"Mannen";"30 tot 40 jaar";"1996";"Gelderland (PV)";13
"Mannen";"30 tot 40 jaar";"2000";"Gelderland (PV)";12
"Mannen";"30 tot 40 jaar";"2005";"Gelderland (PV)";10
"Mannen";"30 tot 40 jaar";"2010";"Gelderland (PV)";9
"Mannen";"30 tot 40 jaar";"2018";"Gelderland (PV)";12
"Mannen";"30 tot 40 jaar";"2019";"Gelderland (PV)";3
"Mannen";"30 tot 40 jaar";"1996";"Utrecht (PV)";7
"Mannen";"30 tot 40 jaar";"2000";"Utrecht (PV)";8
"Mannen";"30 tot 40 jaar";"2005";"Utrecht (PV)";2
"Mannen";"30 tot 40 jaar";"2010";"Utrecht (PV)";3
"Mannen";"30 tot 40 jaar";"2018";"Utrecht (PV)";1
"Mannen";"30 tot 40 jaar";"2019";"Utrecht (PV)";4
"Mannen";"30 tot 40 jaar";"1996";"Noord-Holland (PV)";19
"Mannen";"30 tot 40 jaar";"2000";"Noord-Holland (PV)";22
"Mannen";"30 tot 40 jaar";"2005";"Noord-Holland (PV)";16
"Mannen";"30 tot 40 jaar";"2010";"Noord-Holland (PV)";5
"Mannen";"30 tot 40 jaar";"2018";"Noord-Holland (PV)";8
"Mannen";"30 tot 40 jaar";"2019";"Noord-Holland (PV)";7
"Mannen";"30 tot 40 jaar";"1996";"Zuid-Holland (PV)";12
"Mannen";"30 tot 40 jaar";"2000";"Zuid-Holland (PV)";15
"Mannen";"30 tot 40 jaar";"2005";"Zuid-Holland (PV)";12
"Mannen";"30 tot 40 jaar";"2010";"Zuid-Holland (PV)";8
"Mannen";"30 tot 40 jaar";"2018";"Zuid-Holland (PV)";6
"Mannen";"30 tot 40 jaar";"2019";"Zuid-Holland (PV)";6
"Mannen";"30 tot 40 jaar";"1996";"Zeeland (PV)";5
"Mannen";"30 tot 40 jaar";"2000";"Zeeland (PV)";5
"Mannen";"30 tot 40 jaar";"2005";"Zeeland (PV)";3
"Mannen";"30 tot 40 jaar";"2010";"Zeeland (PV)";2
"Mannen";"30 tot 40 jaar";"2018";"Zeeland (PV)";3
"Mannen";"30 tot 40 jaar";"2019";"Zeeland (PV)";0
"Mannen";"30 tot 40 jaar";"1996";"Noord-Brabant (PV)";28
"Mannen";"30 tot 40 jaar";"2000";"Noord-Brabant (PV)";32
"Mannen";"30 tot 40 jaar";"2005";"Noord-Brabant (PV)";24
"Mannen";"30 tot 40 jaar";"2010";"Noord-Brabant (PV)";14
"Mannen";"30 tot 40 jaar";"2018";"Noord-Brabant (PV)";9
"Mannen";"30 tot 40 jaar";"2019";"Noord-Brabant (PV)";14
"Mannen";"30 tot 40 jaar";"1996";"Limburg (PV)";17
"Mannen";"30 tot 40 jaar";"2000";"Limburg (PV)";7
"Mannen";"30 tot 40 jaar";"2005";"Limburg (PV)";11
"Mannen";"30 tot 40 jaar";"2010";"Limburg (PV)";3
"Mannen";"30 tot 40 jaar";"2018";"Limburg (PV)";2
"Mannen";"30 tot 40 jaar";"2019";"Limburg (PV)";8
"Mannen";"30 tot 40 jaar";"1996";"Niet in te delen (PV)";0
"Mannen";"30 tot 40 jaar";"2000";"Niet in te delen (PV)";0
"Mannen";"30 tot 40 jaar";"2005";"Niet in te delen (PV)";0
"Mannen";"30 tot 40 jaar";"2010";"Niet in te delen (PV)";0
"Mannen";"30 tot 40 jaar";"2018";"Niet in te delen (PV)";0
"Mannen";"30 tot 40 jaar";"2019";"Niet in te delen (PV)";0
"Mannen";"40 tot 50 jaar";"1996";"Nederland";96
"Mannen";"40 tot 50 jaar";"2000";"Nederland";96
"Mannen";"40 tot 50 jaar";"2005";"Nederland";80
"Mannen";"40 tot 50 jaar";"2010";"Nederland";61
"Mannen";"40 tot 50 jaar";"2018";"Nederland";42
"Mannen";"40 tot 50 jaar";"2019";"Nederland";35
"Mannen";"40 tot 50 jaar";"1996";"Groningen (PV)";3
"Mannen";"40 tot 50 jaar";"2000";"Groningen (PV)";3
"Mannen";"40 tot 50 jaar";"2005";"Groningen (PV)";2
"Mannen";"40 tot 50 jaar";"2010";"Groningen (PV)";4
"Mannen";"40 tot 50 jaar";"2018";"Groningen (PV)";2
"Mannen";"40 tot 50 jaar";"2019";"Groningen (PV)";0
"Mannen";"40 tot 50 jaar";"1996";"Friesland (PV)";6
"Mannen";"40 tot 50 jaar";"2000";"Friesland (PV)";4
"Mannen";"40 tot 50 jaar";"2005";"Friesland (PV)";2
"Mannen";"40 tot 50 jaar";"2010";"Friesland (PV)";2
"Mannen";"40 tot 50 jaar";"2018";"Friesland (PV)";1
"Mannen";"40 tot 50 jaar";"2019";"Friesland (PV)";1
"Mannen";"40 tot 50 jaar";"1996";"Drenthe (PV)";3
"Mannen";"40 tot 50 jaar";"2000";"Drenthe (PV)";0
"Mannen";"40 tot 50 jaar";"2005";"Drenthe (PV)";7
"Mannen";"40 tot 50 jaar";"2010";"Drenthe (PV)";5
"Mannen";"40 tot 50 jaar";"2018";"Drenthe (PV)";1
"Mannen";"40 tot 50 jaar";"2019";"Drenthe (PV)";1
"Mannen";"40 tot 50 jaar";"1996";"Overijssel (PV)";4
"Mannen";"40 tot 50 jaar";"2000";"Overijssel (PV)";8
"Mannen";"40 tot 50 jaar";"2005";"Overijssel (PV)";8
"Mannen";"40 tot 50 jaar";"2010";"Overijssel (PV)";4
"Mannen";"40 tot 50 jaar";"2018";"Overijssel (PV)";2
"Mannen";"40 tot 50 jaar";"2019";"Overijssel (PV)";2
"Mannen";"40 tot 50 jaar";"1996";"Flevoland (PV)";2
"Mannen";"40 tot 50 jaar";"2000";"Flevoland (PV)";4
"Mannen";"40 tot 50 jaar";"2005";"Flevoland (PV)";3
"Mannen";"40 tot 50 jaar";"2010";"Flevoland (PV)";5
"Mannen";"40 tot 50 jaar";"2018";"Flevoland (PV)";0
"Mannen";"40 tot 50 jaar";"2019";"Flevoland (PV)";0
"Mannen";"40 tot 50 jaar";"1996";"Gelderland (PV)";16
"Mannen";"40 tot 50 jaar";"2000";"Gelderland (PV)";16
"Mannen";"40 tot 50 jaar";"2005";"Gelderland (PV)";13
"Mannen";"40 tot 50 jaar";"2010";"Gelderland (PV)";2
"Mannen";"40 tot 50 jaar";"2018";"Gelderland (PV)";10
"Mannen";"40 tot 50 jaar";"2019";"Gelderland (PV)";7
"Mannen";"40 tot 50 jaar";"1996";"Utrecht (PV)";6
"Mannen";"40 tot 50 jaar";"2000";"Utrecht (PV)";5
"Mannen";"40 tot 50 jaar";"2005";"Utrecht (PV)";3
"Mannen";"40 tot 50 jaar";"2010";"Utrecht (PV)";4
"Mannen";"40 tot 50 jaar";"2018";"Utrecht (PV)";1
"Mannen";"40 tot 50 jaar";"2019";"Utrecht (PV)";4
"Mannen";"40 tot 50 jaar";"1996";"Noord-Holland (PV)";12
"Mannen";"40 tot 50 jaar";"2000";"Noord-Holland (PV)";17
"Mannen";"40 tot 50 jaar";"2005";"Noord-Holland (PV)";10
"Mannen";"40 tot 50 jaar";"2010";"Noord-Holland (PV)";11
"Mannen";"40 tot 50 jaar";"2018";"Noord-Holland (PV)";6
"Mannen";"40 tot 50 jaar";"2019";"Noord-Holland (PV)";3
"Mannen";"40 tot 50 jaar";"1996";"Zuid-Holland (PV)";16
"Mannen";"40 tot 50 jaar";"2000";"Zuid-Holland (PV)";9
"Mannen";"40 tot 50 jaar";"2005";"Zuid-Holland (PV)";5
"Mannen";"40 tot 50 jaar";"2010";"Zuid-Holland (PV)";9
"Mannen";"40 tot 50 jaar";"2018";"Zuid-Holland (PV)";8
"Mannen";"40 tot 50 jaar";"2019";"Zuid-Holland (PV)";2
"Mannen";"40 tot 50 jaar";"1996";"Zeeland (PV)";3
"Mannen";"40 tot 50 jaar";"2000";"Zeeland (PV)";1
"Mannen";"40 tot 50 jaar";"2005";"Zeeland (PV)";4
"Mannen";"40 tot 50 jaar";"2010";"Zeeland (PV)";0
"Mannen";"40 tot 50 jaar";"2018";"Zeeland (PV)";2
"Mannen";"40 tot 50 jaar";"2019";"Zeeland (PV)";2
"Mannen";"40 tot 50 jaar";"1996";"Noord-Brabant (PV)";21
"Mannen";"40 tot 50 jaar";"2000";"Noord-Brabant (PV)";21
"Mannen";"40 tot 50 jaar";"2005";"Noord-Brabant (PV)";17
"Mannen";"40 tot 50 jaar";"2010";"Noord-Brabant (PV)";12
"Mannen";"40 tot 50 jaar";"2018";"Noord-Brabant (PV)";7
"Mannen";"40 tot 50 jaar";"2019";"Noord-Brabant (PV)";9
"Mannen";"40 tot 50 jaar";"1996";"Limburg (PV)";4
"Mannen";"40 tot 50 jaar";"2000";"Limburg (PV)";7
"Mannen";"40 tot 50 jaar";"2005";"Limburg (PV)";6
"Mannen";"40 tot 50 jaar";"2010";"Limburg (PV)";3
"Mannen";"40 tot 50 jaar";"2018";"Limburg (PV)";2
"Mannen";"40 tot 50 jaar";"2019";"Limburg (PV)";4
"Mannen";"40 tot 50 jaar";"1996";"Niet in te delen (PV)";0
"Mannen";"40 tot 50 jaar";"2000";"Niet in te delen (PV)";1
"Mannen";"40 tot 50 jaar";"2005";"Niet in te delen (PV)";0
"Mannen";"40 tot 50 jaar";"2010";"Niet in te delen (PV)";0
"Mannen";"40 tot 50 jaar";"2018";"Niet in te delen (PV)";0
"Mannen";"40 tot 50 jaar";"2019";"Niet in te delen (PV)";0
"Mannen";"50 tot 60 jaar";"1996";"Nederland";79
"Mannen";"50 tot 60 jaar";"2000";"Nederland";88
"Mannen";"50 tot 60 jaar";"2005";"Nederland";73
"Mannen";"50 tot 60 jaar";"2010";"Nederland";51
"Mannen";"50 tot 60 jaar";"2018";"Nederland";47
"Mannen";"50 tot 60 jaar";"2019";"Nederland";42
"Mannen";"50 tot 60 jaar";"1996";"Groningen (PV)";3
"Mannen";"50 tot 60 jaar";"2000";"Groningen (PV)";2
"Mannen";"50 tot 60 jaar";"2005";"Groningen (PV)";3
"Mannen";"50 tot 60 jaar";"2010";"Groningen (PV)";2
"Mannen";"50 tot 60 jaar";"2018";"Groningen (PV)";1
"Mannen";"50 tot 60 jaar";"2019";"Groningen (PV)";1
"Mannen";"50 tot 60 jaar";"1996";"Friesland (PV)";7
"Mannen";"50 tot 60 jaar";"2000";"Friesland (PV)";6
"Mannen";"50 tot 60 jaar";"2005";"Friesland (PV)";5
